CBSA Name,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans,Precip,Pressure,RH,Site,Temp,Wind
"Natchez, MS-LA",31.560752,-91.390405,10.4181818182,41.6694214876,NA,NA,NA,NA,NA,NA,NA,NA,0.0266936721311,36.2581967213,NA,NA,35020,Micropolitan Statistical Area,53119.0,1159.3,45.8,532.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287.9,NA,NA,722357-03961-2010,64.2766611583,5.06192673273
"New Castle, IN",40.009525,-85.523455,12.1171171171,45.2432432432,11.9087719298,45.0877192982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35220,Micropolitan Statistical Area,49462.0,391.9,126.2,927.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Haven-Milford, CT",41.3647270472,-72.939990637,8.99743589744,34.8650472335,9.06947368421,35.6947368421,16.2782608696,15.0608695652,0.292725877095,4.50279329609,13.6561015506,26.2471910112,0.0274478632163,34.8724584104,1.47863849575,6.22946175637,35300,Metropolitan Statistical Area,862477.0,604.5,1426.7,4007.4,305149.0,0.794373376235,31259.0,0.0813744019076,33896.0,0.0882391223987,13834.0,0.036013099459,384138.0,1485.9,1012.99668912,NA,725045-14758-2010,54.2448977061,6.1376717867
"New Orleans-Metairie-Kenner, LA",29.9966013943,-90.1995359887,9.41716981132,38.0358490566,10.2086259477,37.8051623647,24.97856049,23.010719755,NA,NA,7.79618375691,19.9005524862,0.027904511542,36.7146814404,4.41726550923,21.286900369,35380,Metropolitan Statistical Area,1167764.0,2960.2,394.5,4370.2,446749.0,0.790110465384,61977.0,0.109611160435,42006.0,0.0742908886397,14694.0,0.0259874855419,565426.0,2213.4,1017.03492949,NA,722310-12916-2010,68.7940766902,6.98375813731
"New York-Northern New Jersey-Long Island, NY-NJ-PA",40.6790525672,-74.051686402,9.60025593299,37.0400186133,9.73984449047,37.6397367525,27.4851485149,25.1782178218,0.39493703795,5.75271936186,15.7961565482,27.7367280607,0.0285767024513,36.3741878323,2.08563416602,7.14009463073,35620,Metropolitan Statistical Area,18897109.0,6686.9,2826.0,31251.4,4655047.0,0.50838810054,634256.0,0.0692685171807,1098519.0,0.119971718399,2768661.0,0.30237166388,9156483.0,1616.4,1013.48582199,NA,725020-14734-2010,56.8056910707,8.60353384874
"Niles-Benton Harbor, MI",42.19779,-86.309694,8.75327868852,34.0081967213,NA,NA,NA,NA,NA,NA,NA,NA,0.0356482076503,43.8415300546,NA,NA,35660,Metropolitan Statistical Area,156813.0,567.7,276.2,1056.1,54435.0,0.8313860252,5908.0,0.0902329133257,4896.0,0.0747766323024,236.0,0.00360442917144,65475.0,1286.4,1015.72981709,NA,726355-94871-2010,47.6140448923,6.29878866067
"Nogales, AZ",31.337204,-110.936718,10.2875,39.0583333333,NA,NA,56.5683060109,45.9180327869,NA,NA,NA,NA,NA,NA,NA,NA,35700,Micropolitan Statistical Area,47420.0,1236.9,38.3,769.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.9,1012.07513338,NA,722728-03196-2010,63.5345953757,4.91182981879
"Norwich-New London, CT",41.524167,-72.076667,7.76722222222,30.825,NA,NA,NA,NA,NA,NA,NA,NA,0.0353444972678,41.5792349727,NA,NA,35980,Metropolitan Statistical Area,274055.0,664.9,412.2,1529.2,109005.0,0.788081002335,13549.0,0.0979561442194,12889.0,0.0931844964827,2874.0,0.0207783569626,138317.0,1414.5,1012.60997595,NA,725046-14707-2010,53.7019104794,7.90591129021
"Odessa, TX",31.836575,-102.342037,7.06851851852,29.2222222222,7.49378800634,30.7599431818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36220,Metropolitan Statistical Area,137130.0,897.7,152.8,2519.6,49792.0,0.802967263345,9123.0,0.147121432027,2824.0,0.0455410417675,271.0,0.00437026286083,62010.0,394.0,1013.21119669,NA,722648-03031-2010,63.787579562,9.25558342159
"Ogden-Clearfield, UT",41.1623871117,-111.959138392,9.13953900709,33.8475177305,10.7125044137,40.4689119171,24.7874396135,21.9082125604,0.493194778243,7.93584379358,15.4841691423,28.9183098592,0.0304201646154,40.0061538462,0.773390567123,3.5397260274,36260,Metropolitan Statistical Area,547184.0,1484.1,368.7,2937.4,181264.0,0.794143289624,26206.0,0.114812202356,18104.0,0.0793161913858,2677.0,0.0117283166339,228251.0,431.3,1012.98791122,NA,725755-24101-2010,46.0081057568,7.55447689677
"Oklahoma City, OK",35.5277823818,-97.5068845777,9.12466216216,37.0878378378,9.76211502765,38.9645669291,21.6685082873,19.9944751381,0.318413235616,3.83835616438,7.76512434091,17.0795454545,0.031124267634,35.8706166868,0.770320542373,1.74576271186,36420,Metropolitan Statistical Area,1252987.0,5511.6,227.3,2568.8,498022.0,0.831154569563,62163.0,0.103744536401,36120.0,0.06028107805,2888.0,0.00481981598583,599193.0,977.1,1015.0584172,NA,723544-03954-2010,59.5991454901,10.1824776428
"Omaha-Council Bluffs, NE-IA",41.2394805233,-95.9826033799,10.7966489083,41.0557413601,12.0020618557,44.3711340206,28.9139290407,25.5900131406,0.543909331507,8.1095890411,NA,NA,0.0280634151119,33.3955223881,1.47811359534,3.98491083676,36540,Metropolitan Statistical Area,865350.0,4349.6,198.9,3138.1,369078.0,0.831123851816,43102.0,0.0970610555519,27770.0,0.0625350450716,4121.0,0.00928004755996,444071.0,1445.1,1015.83148257,NA,725500-14942-2010,50.1383117522,8.5034112189
"Orlando-Kissimmee, FL",28.601490837,-81.34734462,7.52835820896,31.2123995408,9.49886648343,38.5728862974,15.6384892086,14.4460431655,0.397128631868,4.97252747253,5.71066766111,13.5194444444,0.0276803572612,34.732192159,0.156410147945,1.05205479452,36740,Metropolitan Statistical Area,2134411.0,3478.5,613.6,2774.6,852985.0,0.814032720301,99660.0,0.0951089420156,75855.0,0.0723910174252,19351.0,0.0184673202583,1047851.0,2002.0,1017.01960133,NA,722053-12841-2010,69.8917357763,6.30500169847
"Ottawa-Streator, IL",41.293015,-89.049425,9.44513274336,36.7699115044,9.40079078921,36.8794326241,26.4970326409,24.4272997033,NA,NA,NA,NA,NA,NA,0.725753909589,3.48493150685,36860,Micropolitan Statistical Area,154908.0,2164.3,71.6,732.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.7,NA,NA,722149-04899-2010,53.0148045603,7.81090536425
"Owensboro, KY",37.780776,-87.075307,12.8841666667,48.7083333333,11.7435357623,45.4444444444,NA,NA,NA,NA,7.06089260548,14.8684931507,0.0343552755102,45.2204081633,2.83889995616,15.5780821918,36980,Metropolitan Statistical Area,114752.0,898.5,127.7,1347.4,43067.0,0.865303088144,4053.0,0.0814329629704,2410.0,0.0484217717145,241.0,0.00484217717145,49771.0,808.0,1016.71210358,NA,724237-53803-2010,56.5282897268,6.57289809402
"Oxnard-Thousand Oaks-Ventura, CA",34.2682837962,-118.886026168,8.5990521327,34.9502369668,8.74242424242,35.4747474747,18.2024793388,16.8305785124,NA,NA,8.6093320137,17.8465753425,0.0293445126977,39.2017249641,NA,NA,37100,Metropolitan Statistical Area,823318.0,1843.1,446.7,5542.2,255481.0,0.755979487908,44506.0,0.131695206645,34617.0,0.102433221777,3343.0,0.00989208366992,337947.0,559.7,1015.36279577,NA,723926-23136-2010,59.4147286405,4.43600008445
"Paducah, KY-IL",37.06636,-88.63774,11.4362831858,44.4336283186,8.57250093188,34.2303206997,17.4912280702,16.1929824561,NA,NA,6.84939792055,17.0904109589,0.0327994796748,42.9918699187,1.20035227424,6.31440443213,37140,Micropolitan Statistical Area,98762.0,1045.7,94.4,730.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408.8,1016.23344153,NA,724350-03816-2010,57.0423762536,5.62428024959
"Palm Bay-Melbourne-Titusville, FL",28.053611,-80.628611,6.86666666667,28.5045045045,8.40123721575,34.4684931507,13.9862258953,12.8898071625,NA,NA,NA,NA,0.0322598972603,34.3808219178,0.167617420168,1.23529411765,37340,Metropolitan Statistical Area,543376.0,1015.7,535.0,2152.9,179191.0,0.833124886672,18069.0,0.0840094289181,16776.0,0.0779977961996,1047.0,0.0048678882106,215083.0,1299.8,1016.36654462,NA,722040-12838-2010,71.1195419387,7.53968572701
"Parkersburg-Marietta-Vienna, WV-OH",39.323533,-81.552367,13.3076923077,49.4444444444,NA,NA,NA,NA,NA,NA,NA,NA,0.0329168391608,45.9160839161,6.31076099721,28.9413407821,37620,Metropolitan Statistical Area,162056.0,1360.8,119.1,1135.9,33495.0,0.845171709016,4021.0,0.101460977518,1853.0,0.0467563271177,262.0,0.00661098634907,39631.0,1398.0,1016.97306042,NA,724273-03804-2010,51.9644140906,4.14606735987
"Pascagoula, MS",30.378287,-88.53393,9.47192982456,38.149122807,NA,NA,NA,NA,NA,NA,5.50354325753,13.3068493151,0.0337718292683,40.2154471545,1.1363135663,7.95027624309,37700,Metropolitan Statistical Area,162246.0,1201.5,135.0,862.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002.9,1016.96628892,NA,747688-53858-2010,65.2852602154,3.50640859535
"Pendleton-Hermiston, OR",45.652231,-118.823033,6.95084745763,27.6440677966,7.31011489698,28.8154269972,14.7173913043,13.652173913,NA,NA,NA,NA,0.0295488289474,35.9473684211,NA,NA,37820,Micropolitan Statistical Area,87062.0,5247.1,16.6,288.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.6,1014.23609311,NA,726880-24155-2010,49.0704285714,6.7352540227
"Pensacola-Ferry Pass-Brent, FL",30.525367,-87.20355,9.17385620915,37.0130718954,10.1919603467,40.5158045977,NA,NA,NA,NA,6.79505722034,14.7627118644,0.0339158139322,38.1851512374,1.54215308815,6.97245179063,37860,Metropolitan Statistical Area,448991.0,1668.1,269.2,1471.9,142196.0,0.776866005966,17941.0,0.0980178979228,21941.0,0.119871283559,960.0,0.00524481255258,183038.0,2403.5,1016.93992785,NA,722223-13899-2010,67.007179534,6.85234444669
"Peoria, IL",40.697007,-89.584737,11.5090909091,43.8760330579,12.2534376482,46.628742515,18.2142857143,16.7857142857,0.547523980822,9.2602739726,NA,NA,0.0275123988355,32.0917030568,2.7383951085,19.0967741935,37900,Metropolitan Statistical Area,379186.0,2470.9,153.5,1651.2,149589.0,0.84331080205,15594.0,0.0879114684045,10214.0,0.0575816171786,1986.0,0.011196112367,177383.0,1651.4,1016.22267793,NA,725320-14842-2010,51.0307661623,6.28491234311
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.8898893684,-75.3693476834,11.5215511572,41.9975952645,11.6566512372,43.6151444184,22.4495867769,20.3752066116,0.336206650084,4.33091112353,15.114655167,26.1370699223,0.0312916592179,41.0937959424,2.04610640403,6.2493133964,37980,Metropolitan Statistical Area,5965343.0,4602.1,1296.2,7773.2,1990633.0,0.734728504491,216892.0,0.0800532970146,247714.0,0.0914294783426,254106.0,0.0937887201519,2709345.0,1609.4,1014.33014303,NA,724080-13739-2010,57.0816054589,8.3319908366
"Phoenix-Mesa-Scottsdale, AZ",33.4080323537,-112.04260236,8.36925082903,32.3803119957,6.29170212766,25.6936170213,35.9598051157,31.5293544458,0.467466694915,7.78870056497,16.5597633608,32.3011363636,0.0332571310837,42.5170884707,1.32638165565,3.52066115702,38060,Metropolitan Statistical Area,4192887.0,14565.8,287.9,4394.9,1393817.0,0.765631591668,209085.0,0.114851577606,177737.0,0.0976319432238,39841.0,0.0218848875022,1820480.0,360.9,1010.78358004,NA,722780-23183-2010,75.196348428,5.36225295902
"Pittsburgh, PA",40.4424335284,-79.9669980758,12.9470109877,47.4652741514,16.0231865074,55.0868665977,21.7818453493,19.9581621218,0.393118237161,5.55741488748,11.754807954,22.1927502877,0.0291148187562,40.0352510808,4.35511013457,17.5626450116,38300,Metropolitan Statistical Area,2356285.0,5281.5,446.1,2990.8,858703.0,0.774054700155,101083.0,0.0911185488531,88583.0,0.0798507603954,60988.0,0.0549759905964,1109357.0,1352.3,1015.90330579,NA,725205-14762-2010,49.6550012268,6.55634763267
"Pittsfield, MA",42.448009,-73.254108,8.9268907563,34.2941176471,7.77663386443,30.0233918129,NA,NA,NA,NA,NA,NA,0.0397934109589,41.9726027397,NA,NA,38340,Metropolitan Statistical Area,131219.0,926.8,141.6,1257.1,49852.0,0.799499631138,5295.0,0.0849183693107,6582.0,0.105558584854,625.0,0.0100234146967,62354.0,1505.5,1012.07914518,NA,744104-14763-2010,46.8166653766,4.87930463824
"Platteville, WI",42.693,-90.698,10.26,39.2666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38420,Micropolitan Statistical Area,51208.0,1146.8,44.7,271.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.3,NA,NA,720586-99999-2010,49.3385828607,7.2285349892
"Pocatello, ID",42.978333,-112.455,4.51773899085,18.4405063291,NA,NA,16.9021879022,15.5508365508,NA,NA,NA,NA,NA,NA,3.49630790549,21.1737804878,38540,Metropolitan Statistical Area,90656.0,2516.2,36.0,1803.9,27955.0,0.810102005332,3285.0,0.0951953170279,3093.0,0.0896313898226,175.0,0.00507128781732,34508.0,413.6,1015.96645339,NA,725780-24156-2010,44.8440064238,8.0920911886
"Ponce, PR",18.009558,-66.627249,6.21315789474,24.7894736842,NA,NA,30.7008547009,27.6495726496,NA,NA,NA,NA,NA,NA,NA,NA,38660,Metropolitan Statistical Area,243147.0,210.7,1154.1,4299.3,72722.0,0.829326703768,7445.0,0.0849032934951,6744.0,0.0769090411459,777.0,0.0088609615911,87688.0,NA,NA,NA,785145-11653-2010,83.9891556291,7.45045187139
"Port St. Lucie, FL",27.448889,-80.40833,7.74109589041,31.9383561644,8.8614996858,36.3294797688,NA,NA,NA,NA,NA,NA,0.0281340309859,32.9549295775,NA,NA,38940,Metropolitan Statistical Area,424107.0,1115.4,380.2,1921.0,112241.0,0.800178227704,13905.0,0.0991302488059,13619.0,0.0970913238754,505.0,0.00360019961503,140270.0,1337.8,1016.27420018,NA,722103-12895-2010,70.0811564689,5.96667975133
"Portland-South Portland-Biddeford, ME",43.6652430097,-70.2653647767,7.66601941748,30.3300970874,6.67889051225,24.2186915888,18.4936708861,17.0632911392,0.332352224658,4.19726027397,9.77661590935,19.9745042493,0.0295047875713,33.4331008244,1.56181253151,6.56712328767,38860,Metropolitan Statistical Area,514098.0,2079.6,247.2,1471.1,204602.0,0.784441675453,25026.0,0.0959493913544,29151.0,0.111764593118,2046.0,0.00784434007476,260825.0,1982.1,1011.95596084,NA,726060-14764-2010,49.2446584398,6.72000982584
"Portland-Vancouver-Beaverton, OR-WA",45.5927786199,-122.660039153,6.22902208202,25.2050473186,5.05897258689,20.5439137134,12.3157894737,11.3618421053,0.378074446069,6.33455210238,9.05446697808,17.1726027397,0.0210892118731,26.0634595701,1.35235764384,2.81917808219,38900,Metropolitan Statistical Area,2226009.0,6683.7,333.0,4372.6,752271.0,0.713733664518,101613.0,0.0964075696826,136149.0,0.129174359626,63961.0,0.0606844061731,1053994.0,1558.7,1015.72550891,NA,727918-94298-2010,52.8612623719,3.77223443605
"Portsmouth, OH",38.754595,-82.917,11.8716763006,45.6994219653,NA,NA,18.2262592898,16.8695293146,NA,NA,NA,NA,NA,NA,1.76492773419,9.18331805683,39020,Micropolitan Statistical Area,79499.0,610.2,130.3,1077.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poughkeepsie-Newburgh-Middletown, NY",41.49916,-74.00885,8.15438596491,31.8157894737,7.84673758136,30.9608938547,NA,NA,NA,NA,NA,NA,0.0283681650485,34.8640776699,NA,NA,39100,Metropolitan Statistical Area,670301.0,1607.3,417.0,2319.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725038-14714-2010,52.3586785667,7.1345878591
"Prescott, AZ",34.595,-112.331,3.86666666667,16.1228070175,2.9252173913,12.2347826087,11.0677966102,10.2542372881,NA,NA,NA,NA,0.0365221627907,41.3209302326,NA,NA,39140,Metropolitan Statistical Area,211033.0,8123.5,26.0,724.5,56152.0,0.737280235291,10067.0,0.132180512336,9809.0,0.128792951773,133.0,0.00174630060004,76161.0,483.8,1012.90797496,NA,723723-23184-2010,55.2115877321,5.9618928402
"Prineville, OR",44.299787,-120.844773,8.392,32.24,6.71356854039,26.6201117318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39260,Micropolitan Statistical Area,20978.0,2979.1,7.0,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.6,1014.82233542,NA,726835-24230-2010,46.3541936595,5.59363069056
"Providence-New Bedford-Fall River, RI-MA",41.7338806855,-71.507458116,7.3247488123,29.8839226151,8.95847925734,34.7777777778,13.6853146853,12.6608391608,0.321456265193,3.74585635359,7.57029972264,13.2679245283,0.0348405661253,40.7088167053,2.22867584626,10.1855955679,39300,Metropolitan Statistical Area,1600852.0,1586.9,1008.8,4763.7,558590.0,0.815219453533,55766.0,0.0813862189544,57276.0,0.0835899486575,13570.0,0.0198043788547,685202.0,1874.8,1012.7193144,NA,725070-14765-2010,53.2947362523,7.9248538148
"Provo-Orem, UT",40.2963661457,-111.699558812,8.89195652174,33.3945652174,8.96364190127,33.7035294118,25.3486973948,22.4729458918,0.446712731507,6.7698630137,14.5867103929,27.8873626374,0.0331440262751,41.6244204019,NA,NA,39340,Metropolitan Statistical Area,526810.0,5395.7,97.6,4270.3,148676.0,0.73035413402,24159.0,0.118678371249,28177.0,0.138416344496,2555.0,0.0125511502355,203567.0,NA,NA,NA,725724-24174-2010,47.2218267293,5.19048186778
"Pueblo, CO",38.276099,-104.597613,6.24462809917,25.8429752066,NA,NA,18.6330275229,17.2110091743,NA,NA,NA,NA,NA,NA,NA,NA,39380,Metropolitan Statistical Area,159063.0,2386.1,66.7,2676.3,49962.0,0.804800257732,7056.0,0.113659793814,4528.0,0.0729381443299,534.0,0.00860180412371,62080.0,401.0,1013.02226389,NA,724640-93058-2010,51.6374690173,6.72436303633
"Quincy, IL-MO",39.915409,-91.335868,10.4534482759,41.0517241379,NA,NA,NA,NA,NA,NA,NA,NA,0.0311069886686,33.4277620397,NA,NA,39500,Micropolitan Statistical Area,77314.0,1360.2,56.8,1541.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083.2,1015.42439313,NA,724396-93989-2010,51.3982093702,7.71400250194
"Raleigh-Cary, NC",35.8212166679,-78.5732876763,10.6193899193,41.1659793814,10.6475513529,42.2125279642,16.8648648649,15.5945945946,0.408828051095,6.58394160584,NA,NA,0.0315163554455,41.1603960396,1.01482491233,3.60821917808,39580,Metropolitan Statistical Area,1130490.0,2118.2,533.7,1850.1,435618.0,0.804364364216,51657.0,0.0953841438194,49209.0,0.0908639358308,5084.0,0.0093875561333,541568.0,1453.5,1015.81470819,NA,723060-13722-2010,60.6737208684,4.81830013556
"Rapid City, SD",44.0862159336,-103.267830928,5.66550368553,24.2032085561,NA,NA,23.9575471698,21.9418238994,NA,NA,NA,NA,0.0322555369863,33.9643835616,NA,NA,39660,Metropolitan Statistical Area,126382.0,6247.5,20.2,1170.8,54886.0,0.814392759107,6630.0,0.0983752503895,5576.0,0.0827361080199,303.0,0.00449588248386,67395.0,450.8,1015.00612523,NA,726625-24006-2010,43.2450388252,9.90648587577
"Reading, PA",40.38335,-75.9686,10.1655580624,38.3797468354,11.1213114754,41.9508196721,8.21690140845,7.68169014085,0.313807403846,3.32692307692,8.22607758287,16.9834254144,0.0301712329412,44.5505882353,3.3927978338,9.60110803324,39740,Metropolitan Statistical Area,411442.0,856.5,480.4,4656.8,135908.0,0.803442955361,15536.0,0.0918436718551,14835.0,0.0876995926861,2878.0,0.0170137800978,169157.0,1213.4,1014.62081189,NA,725103-14712-2010,54.9985005453,5.50441998837
"Redding, CA",40.6253524138,-122.39586854,4.93793103448,20.4712643678,2.35630252101,9.76470588235,12.7828571429,11.84,NA,NA,NA,NA,0.0286133867596,34.1017421603,NA,NA,39820,Metropolitan Statistical Area,177223.0,3775.4,46.9,1334.2,53870.0,0.808701004308,5846.0,0.0877606473211,6418.0,0.0963475597856,479.0,0.00719078858481,66613.0,1349.4,1013.96398263,NA,725920-24257-2010,59.2650847179,4.73111867955
"Reno-Sparks, NV",39.525083,-119.807717,6.13966111896,24.3320158103,6.32892561983,25.4628099174,20.9516407599,19.1606217617,0.381695555556,5.30899908173,16.2694477808,30.5068493151,0.032225144815,38.4339881224,0.427121,1.3,39900,Metropolitan Statistical Area,425417.0,6565.3,64.8,3714.7,156949.0,0.790233169361,19829.0,0.099838377532,17385.0,0.0875329161023,4448.0,0.0223955370045,198611.0,310.6,1014.32676728,NA,724880-23185-2010,52.7093032446,5.34449817917
"Richmond, VA",37.5233349384,-77.4112507635,9.87512315271,38.9593596059,11.1568421053,43.1157894737,15.9579831933,14.781512605,0.347474899314,4.74828375286,8.97151787436,19.5492359932,0.0341159606742,45.6713483146,1.95111744636,10.0024660912,40060,Metropolitan Statistical Area,1258251.0,5685.0,221.3,2175.7,470350.0,0.820173817213,51914.0,0.0905251483933,41788.0,0.0728679142632,9424.0,0.0164331201306,573476.0,1312.9,1015.64961301,NA,724010-13740-2010,59.4014205416,6.3874130576
"Richmond-Berea, KY",37.738458,-84.284952,10.7034782609,42.5043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40080,Micropolitan Statistical Area,99972.0,753.8,132.6,952.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riverside-San Bernardino-Ontario, CA",33.9386039307,-117.222888846,11.0965357526,42.7158012284,14.2997173695,49.2237694301,29.4211448598,26.6890576324,0.381687532959,5.27542156362,14.12997025,26.0419799499,0.0350849274247,49.8968550693,1.04827341866,2.74850746269,40140,Metropolitan Statistical Area,4224851.0,27263.4,155.0,4299.6,1079269.0,0.76887166463,184241.0,0.131253361639,122789.0,0.087474932411,17406.0,0.0124000413192,1403705.0,444.4,1014.53950093,NA,722860-23119-2010,57.997962124,4.38426586334
"Riverton, WY",42.841049,-108.736277,9.40593220339,34.7118644068,NA,NA,10.8260233918,10.0409356725,NA,NA,0.620559022901,1.86870229008,0.0437709611111,41.7277777778,NA,NA,40180,Micropolitan Statistical Area,40123.0,9183.8,4.4,374.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.4,1013.94323952,NA,725760-24021-2010,43.4211052982,5.11360101065
"Roanoke, VA",37.2973482851,-79.9874538426,10.2565957447,40.5106382979,NA,NA,18.7457627119,17.4237288136,0.331160652055,4.35616438356,7.60323301111,16.7916666667,0.0345488139535,44.5674418605,1.07175301389,3.11944444444,40220,Metropolitan Statistical Area,308707.0,1868.7,165.2,1483.4,128209.0,0.837748301098,13466.0,0.0879900679561,9662.0,0.0631338212232,1703.0,0.0111278097229,153040.0,1703.5,1016.39607535,NA,724110-13741-2010,56.8487733675,5.41934807325
"Rochester, MN",43.996908,-92.450366,9.30172413793,35.9827586207,10.6946077079,40.3759398496,NA,NA,NA,NA,NA,NA,0.0275209257426,34.2079207921,NA,NA,40340,Metropolitan Statistical Area,186011.0,1615.6,115.1,1549.6,85617.0,0.765147994566,11764.0,0.1051333381,10131.0,0.0905394294702,4384.0,0.0391792378637,111896.0,1416.5,1016.01955494,NA,726440-14925-2010,44.6496934079,9.23241189435
"Rochester, NY",43.14618,-77.54817,8.61517857143,33.1785714286,7.40572033974,29.9419953596,NA,NA,0.393866474164,5.36170212766,NA,NA,0.0289380553633,33.3408304498,2.18508191781,9.23835616438,40380,Metropolitan Statistical Area,1054323.0,2928.1,360.1,2909.0,413472.0,0.817789662518,41024.0,0.0811397219525,41552.0,0.0821840319464,9549.0,0.0188865835834,505597.0,1390.9,1014.51060265,NA,725290-14768-2010,47.5353933114,7.40127546361
"Rock Springs, WY",41.591613,-109.220722,5.8980952381,24.5904761905,NA,NA,13.7872674876,12.5983756877,NA,NA,3.46512354031,11.2590051458,0.0365947941176,40.2595155709,0.859794465608,4.81481481481,40540,Micropolitan Statistical Area,43806.0,10426.6,4.2,768.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.1,1015.778957,NA,725744-24027-2010,40.1033732769,9.81012154839
"Rockford, IL",42.263081,-89.092767,9.88773584906,38.4811320755,NA,NA,NA,NA,0.361316624658,5.41095890411,NA,NA,0.0260838805556,31.2055555556,NA,NA,40420,Metropolitan Statistical Area,349431.0,794.1,440.0,2381.4,125905.0,0.851106258999,12152.0,0.0821464060947,8771.0,0.0592911560119,1103.0,0.00745617889421,147931.0,1374.9,1016.36214153,NA,725430-94822-2010,49.56219167,7.18745271705
"Rocky Mount, NC",35.93355,-77.75007,9.70085470085,38.6752136752,NA,NA,NA,NA,NA,NA,NA,NA,0.0325537674419,44.6418604651,NA,NA,40580,Metropolitan Statistical Area,152392.0,1045.7,145.7,525.7,49796.0,0.841731604659,6154.0,0.104024746869,2965.0,0.0501191703714,244.0,0.00412447810139,59159.0,1371.5,1015.75633577,NA,723068-93759-2010,59.6857612208,4.64987402855
"Rome, GA",34.26054,-85.32333,13.2822742475,49.0769230769,14.8968394048,54.317617866,25.1694915254,23.2203389831,NA,NA,NA,NA,NA,NA,1.55700882418,7.47527472527,40660,Metropolitan Statistical Area,96317.0,509.9,188.9,723.0,34788.0,0.819215824797,4564.0,0.107476745555,2923.0,0.0688331567173,190.0,0.00447427293065,42465.0,1496.4,1016.44256279,NA,723200-93801-2010,59.7071131308,3.41506681623
"Roswell, NM",33.396944,-104.523611,5.33168316832,22.1683168317,4.63389830508,19.1610169492,17.5,16.22,NA,NA,NA,NA,NA,NA,NA,NA,40740,Micropolitan Statistical Area,65645.0,6065.3,10.8,1163.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.6,1012.19089391,NA,722680-23009-2010,60.341696476,7.27659884963
"Russellville, AR",35.259775,-93.10005,11.2831932773,44.0924369748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40780,Micropolitan Statistical Area,83939.0,1742.5,48.2,425.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389.3,1015.90615209,NA,723429-53920-2010,60.9100995962,2.86644415621
"Rutland, VT",43.608056,-72.982778,9.43275862069,36.0431034483,9.64599878922,36.7052980132,13.6271186441,12.593220339,0.375360509589,4.93698630137,7.6972166411,16.0931506849,NA,NA,2.4334441585,7.61671469741,40860,Micropolitan Statistical Area,61642.0,929.8,66.3,841.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126.0,NA,NA,725165-94737-2010,47.2194050662,5.66260046216
"Sacramento--Arden-Arcade--Roseville, CA",38.6085838733,-121.449985697,7.71782178218,30.2237623762,6.97879535802,27.0532915361,16.0909090909,14.857381151,0.373579222987,5.45423262216,8.3800494373,17.0678205581,0.0284854088115,36.8854508197,0.238595349325,0.599700149925,40900,Metropolitan Statistical Area,2149127.0,5094.2,421.9,4538.5,686592.0,0.753859650471,104635.0,0.114886431137,95446.0,0.104797154932,24096.0,0.0264567634603,910769.0,742.0,1014.80915348,NA,724830-23232-2010,57.7263115969,4.637809802
"Salinas, CA",36.69676,-121.637182,6.44947097548,26.0889423077,NA,NA,16.4917127072,15.2375690608,0.335411670391,4.40782122905,6.05374625485,13.6288088643,0.0246512117864,29.4659300184,NA,NA,41500,Metropolitan Statistical Area,415057.0,3280.6,126.5,6402.3,124735.0,0.715379497826,22320.0,0.128009543364,24021.0,0.13776510937,3286.0,0.0188458494397,174362.0,420.9,1017.04064465,NA,724917-23233-2010,54.5724128565,6.59335857509
