CBSA Name,Latitude,Longitude,Value,Pollutant
"Ruidoso, NM",,,NA,PM10
"Salem, OR",,,NA,PM10
"Shelton, WA",,,NA,PM10
"Show Low, AZ",,,14.96511628,PM10
"Taos, NM",,,16.14814815,PM10
"The Dalles, OR",,,NA,PM10
"Twin Falls, ID",,,NA,PM10
"Utica-Rome, NY",,,NA,PM10
"Vernal, UT",,,NA,PM10
"Vineland-Millville-Bridgeton, NJ",,,NA,PM10
"Waco, TX",,,NA,PM10
"Walla Walla, WA",,,15.94505495,PM10
"Wenatchee, WA",,,NA,PM10
"Wichita Falls, TX",,,NA,PM10
"Winona, MN",,,NA,PM10
"Athens, TN",,,24.95081967,PM10
"Canon City, CO",,,14.5,PM10
"Carbondale, IL",,,21.90909091,PM10
"Cleveland, TN",,,20.71779141,PM10
"Culpeper, VA",,,15.75,PM10
"Deming, NM",,,25.06623932,PM10
"Dodge City, KS",,,16.94794521,PM10
"East Liverpool-Salem, OH",,,23.42372881,PM10
"Evanston, WY",,,12.51951952,PM10
"Findlay, OH",,,18.67032967,PM10
"Gallup, NM",,,13.18959108,PM10
"Georgetown, SC",,,21.46502058,PM10
"Jackson, TN",,,15.51724138,PM10
"Joplin, MO",,,24.51376147,PM10
"Lexington, NE",,,22.57446809,PM10
"Mason City, IA",,,21.93984962,PM10
"New Castle, PA",,,25.18313953,PM10
"Pahrump, NV",,,23.07602793,PM10
"Palatka, FL",,,18.2005571,PM10
"Silverthorne, CO",,,14.58012821,PM10
"Summerville, GA",,,17.66101695,PM10
"Williamsport, PA",,,15.64814815,PM10
"Burley, ID",,,NA,PM10
"Coeur d'Alene, ID",,,NA,PM10
"Elmira, NY",,,NA,PM10
"Granbury, TX",,,NA,PM10
"Iron Mountain, MI-WI",,,NA,PM10
"Killeen-Temple-Fort Hood, TX",,,NA,PM10
"Kingston, NY",,,NA,PM10
"Longview, TX",,,NA,PM10
"Malone, NY",,,NA,PM10
"Minot, ND",,,NA,PM10
"Ocean Pines, MD",,,NA,PM10
"Phoenix Lake-Cedar Ridge, CA",,,NA,PM10
"Racine, WI",,,NA,PM10
"Richmond, IN",,,NA,PM10
"Rockland, ME",,,NA,PM10
"Sevierville, TN",,,NA,PM10
"Seymour, IN",,,NA,PM10
"Sheboygan, WI",,,NA,PM10
"Tahlequah, OK",,,NA,PM10
"Tyler, TX",,,NA,PM10
"Victoria, TX",,,NA,PM10
"Wausau, WI",,,NA,PM10
"Whitewater, WI",,,NA,PM10
"Williston, ND",,,NA,PM10
"Watertown-Fort Drum, NY",,,NA,PM10
"Ames, IA",,,NA,PM10
"Bemidji, MN",,,NA,PM10
"Greeneville, TN",,,NA,PM10
"Jefferson City, MO",,,NA,PM10
"Lufkin, TX",,,NA,PM10
"Warsaw, IN",,,NA,PM10
"Gardnerville Ranchos, NV",,,NA,PM10
"Americus, GA",,,NA,PM10
"Anderson, SC",,,NA,PM10
"Ashtabula, OH",,,NA,PM10
"Carson City, NV",,,NA,PM10
"Chambersburg, PA",,,NA,PM10
"Columbia, MO",,,NA,PM10
"DuBois, PA",,,NA,PM10
"Effingham, IL",,,NA,PM10
"Fallon, NV",,,NA,PM10
"Fernley, NV",,,NA,PM10
"Fond du Lac, WI",,,NA,PM10
"Fort Walton Beach-Crestview-Destin, FL",,,NA,PM10
"Gaffney, SC",,,NA,PM10
"Huntington, IN",,,NA,PM10
"Indiana, PA",,,NA,PM10
"Janesville, WI",,,NA,PM10
"Lincolnton, NC",,,NA,PM10
"Morristown, TN",,,NA,PM10
"Mount Vernon, OH",,,NA,PM10
"Myrtle Beach-Conway-North Myrtle Beach, SC",,,NA,PM10
"Red Wing, MN",,,NA,PM10
"Sebring, FL",,,NA,PM10
"Traverse City, MI",,,NA,PM10
"Walterboro, SC",,,NA,PM10
"Watertown-Fort Atkinson, WI",,,NA,PM10
"Wilmington, OH",,,NA,PM10
"Coffeyville, KS",,,NA,PM10
"New Philadelphia-Dover, OH",,,NA,PM10
"Warren, PA",,,NA,PM10
"Washington, IN",,,NA,PM10
"Washington, NC",,,NA,PM10
"Yauco, PR",,,NA,PM10
"Aberdeen, SD",,,NA,CO
"Adrian, MI",,,NA,CO
"Akron, OH",,,0.340383305,CO
"Albany, GA",,,NA,CO
"Albany-Lebanon, OR",,,NA,CO
"Albany-Schenectady-Troy, NY",,,0.339692744,CO
"Albuquerque, NM",,,0.406902131,CO
"Alexandria, LA",,,NA,CO
"Allegan, MI",,,NA,CO
"Allentown-Bethlehem-Easton, PA-NJ",,,0.320375028,CO
"Altoona, PA",,,NA,CO
"Amarillo, TX",,,NA,CO
"Anchorage, AK",,,0.921398552,CO
"Anderson, IN",,,NA,CO
"Ann Arbor, MI",,,NA,CO
"Appleton, WI",,,NA,CO
"Asheville, NC",,,NA,CO
"Athens, OH",,,NA,CO
"Athens-Clarke County, GA",,,NA,CO
"Atlanta-Sandy Springs-Marietta, GA",,,0.314466636,CO
"Atlantic City, NJ",,,NA,CO
"Augusta-Richmond County, GA-SC",,,NA,CO
"Augusta-Waterville, ME",,,NA,CO
"Austin-Round Rock, TX",,,0.300276243,CO
"Bakersfield, CA",,,0.463889,CO
"Baltimore-Towson, MD",,,0.391456824,CO
"Bangor, ME",,,NA,CO
"Baraboo, WI",,,NA,CO
"Baton Rouge, LA",,,0.247223925,CO
"Bay City, MI",,,NA,CO
"Beaumont-Port Arthur, TX",,,0.173596148,CO
"Beaver Dam, WI",,,0.12404944,CO
"Beckley, WV",,,NA,CO
"Bend, OR",,,NA,CO
"Bennington, VT",,,NA,CO
"Birmingham-Hoover, AL",,,0.41669682,CO
"Bishop, CA",,,NA,CO
"Bismarck, ND",,,NA,CO
"Bloomington, IN",,,NA,CO
"Bloomington-Normal, IL",,,NA,CO
"Boise City-Nampa, ID",,,0.311235322,CO
"Boone, NC",,,NA,CO
"Boston-Cambridge-Quincy, MA-NH",,,0.269831838,CO
"Boulder, CO",,,0.454621121,CO
"Bowling Green, KY",,,0.3,CO
"Bozeman, MT",,,0.333104771,CO
"Bradenton-Sarasota-Venice, FL",,,NA,CO
"Brainerd, MN",,,NA,CO
"Bridgeport-Stamford-Norwalk, CT",,,0.33319779,CO
"Brigham City, UT",,,NA,CO
"Brookings, SD",,,NA,CO
"Brownsville-Harlingen, TX",,,0.303566488,CO
"Brunswick, GA",,,NA,CO
"Buffalo-Niagara Falls, NY",,,0.352354409,CO
"Burlington, NC",,,NA,CO
"Burlington-South Burlington, VT",,,0.37764474,CO
"Butte-Silver Bow, MT",,,NA,CO
"Cadillac, MI",,,NA,CO
"Canton-Massillon, OH",,,0.42499243,CO
"Cape Coral-Fort Myers, FL",,,NA,CO
"Casper, WY",,,NA,CO
"Cedar Rapids, IA",,,0.226688678,CO
"Champaign-Urbana, IL",,,NA,CO
"Charleston, WV",,,NA,CO
"Charleston-North Charleston, SC",,,0.078790003,CO
"Charlotte-Gastonia-Concord, NC-SC",,,0.314959089,CO
"Charlottesville, VA",,,NA,CO
"Chattanooga, TN-GA",,,NA,CO
"Cheyenne, WY",,,NA,CO
"Chicago-Naperville-Joliet, IL-IN-WI",,,0.465238037,CO
"Chico, CA",,,0.334282173,CO
"Cincinnati-Middletown, OH-KY-IN",,,0.326002059,CO
"Clarksburg, WV",,,NA,CO
"Clarksville, TN-KY",,,NA,CO
"Clearlake, CA",,,NA,CO
"Cleveland, MS",,,NA,CO
"Cleveland-Elyria-Mentor, OH",,,0.493493174,CO
"Clinton, IA",,,NA,CO
"Colorado Springs, CO",,,0.441835838,CO
"Columbia, SC",,,0.283123596,CO
"Columbus, GA-AL",,,NA,CO
"Columbus, OH",,,0.343733332,CO
"Concord, NH",,,NA,CO
"Corning, NY",,,0.155826836,CO
"Corpus Christi, TX",,,NA,CO
"Dallas-Fort Worth-Arlington, TX",,,0.298436951,CO
"Daphne-Fairhope-Foley, AL",,,NA,CO
"Davenport-Moline-Rock Island, IA-IL",,,0.222915304,CO
"Dayton, OH",,,0.362898407,CO
"Decatur, AL",,,NA,CO
"Decatur, IL",,,NA,CO
"Deltona-Daytona Beach-Ormond Beach, FL",,,NA,CO
"Denver-Aurora, CO",,,0.434786807,CO
"Des Moines-West Des Moines, IA",,,0.293051009,CO
"Detroit-Warren-Livonia, MI",,,0.324357041,CO
"Dickinson, ND",,,NA,CO
"Dothan, AL",,,NA,CO
"Dover, DE",,,NA,CO
"Duluth, MN-WI",,,0.458500764,CO
"Durango, CO",,,0.313213249,CO
"Durham, NC",,,NA,CO
"East Stroudsburg, PA",,,NA,CO
"Eau Claire, WI",,,NA,CO
"El Centro, CA",,,0.684567863,CO
"El Dorado, AR",,,NA,CO
"El Paso, TX",,,0.361380373,CO
"Elizabethtown, KY",,,NA,CO
"Elkhart-Goshen, IN",,,NA,CO
"Erie, PA",,,0.347146118,CO
"Eugene-Springfield, OR",,,0.397694052,CO
"Eureka-Arcata-Fortuna, CA",,,0.317403748,CO
"Evansville, IN-KY",,,0.853335034,CO
"Fairbanks, AK",,,1.045498319,CO
"Fairmont, WV",,,NA,CO
"Fajardo, PR",,,NA,CO
"Fargo, ND-MN",,,0.171961726,CO
"Farmington, NM",,,NA,CO
"Fayetteville, NC",,,NA,CO
"Fayetteville-Springdale-Rogers, AR-MO",,,NA,CO
"Flagstaff, AZ",,,NA,CO
"Flint, MI",,,NA,CO
"Florence, SC",,,NA,CO
"Florence-Muscle Shoals, AL",,,NA,CO
"Fort Collins-Loveland, CO",,,0.365279464,CO
"Fort Madison-Keokuk, IA-MO",,,NA,CO
"Fort Payne, AL",,,NA,CO
"Fort Smith, AR-OK",,,NA,CO
"Fort Wayne, IN",,,0.420914871,CO
"Frankfort, KY",,,NA,CO
"Fresno, CA",,,0.343574217,CO
"Gadsden, AL",,,NA,CO
"Gainesville, FL",,,NA,CO
"Gainesville, GA",,,NA,CO
"Gettysburg, PA",,,0.300910856,CO
"Gillette, WY",,,NA,CO
"Goldsboro, NC",,,NA,CO
"Grand Island, NE",,,NA,CO
"Grand Junction, CO",,,0.386342869,CO
"Grand Rapids-Wyoming, MI",,,0.329243759,CO
"Grants Pass, OR",,,NA,CO
"Greeley, CO",,,0.396783362,CO
"Green Bay, WI",,,NA,CO
"Greensboro-High Point, NC",,,NA,CO
"Greenville, NC",,,NA,CO
"Greenville-Mauldin-Easley, SC",,,0.326421928,CO
"Grenada, MS",,,NA,CO
"Guayama, PR",,,NA,CO
"Gulfport-Biloxi, MS",,,NA,CO
"Hagerstown-Martinsburg, MD-WV",,,NA,CO
"Hammond, LA",,,NA,CO
"Hanford-Corcoran, CA",,,NA,CO
"Harriman, TN",,,NA,CO
"Harrisburg-Carlisle, PA",,,0.319452055,CO
"Harrisonburg, VA",,,NA,CO
"Hartford-West Hartford-East Hartford, CT",,,0.593376433,CO
"Hattiesburg, MS",,,NA,CO
"Helena, MT",,,NA,CO
"Helena-West Helena, AR",,,NA,CO
"Hickory-Lenoir-Morganton, NC",,,NA,CO
"Hilo, HI",,,NA,CO
"Hobbs, NM",,,NA,CO
"Holland-Grand Haven, MI",,,NA,CO
"Homosassa Springs, FL",,,NA,CO
"Honolulu, HI",,,0.339277329,CO
"Hot Springs, AR",,,NA,CO
"Houma-Bayou Cane-Thibodaux, LA",,,NA,CO
"Houston-Sugar Land-Baytown, TX",,,0.306245429,CO
"Huntington-Ashland, WV-KY-OH",,,NA,CO
"Huntsville, AL",,,NA,CO
"Indianapolis-Carmel, IN",,,0.45372776,CO
"Iowa City, IA",,,NA,CO
"Jackson, MS",,,0.243234774,CO
"Jackson, WY-ID",,,0.266514818,CO
"Jacksonville, FL",,,0.340674685,CO
"Jamestown-Dunkirk-Fredonia, NY",,,NA,CO
"Jasper, IN",,,NA,CO
"Johnstown, PA",,,0.396657597,CO
"Juneau, AK",,,NA,CO
"Kahului-Wailuku, HI",,,NA,CO
"Kalamazoo-Portage, MI",,,NA,CO
"Kalispell, MT",,,0.7783565,CO
"Kansas City, MO-KS",,,0.40840483,CO
"Keene, NH",,,NA,CO
"Kingsport-Bristol-Bristol, TN-VA",,,0.354189121,CO
"Kinston, NC",,,NA,CO
"Klamath Falls, OR",,,NA,CO
"Kokomo, IN",,,NA,CO
"La Crosse, WI-MN",,,NA,CO
"La Grande, OR",,,NA,CO
"Laconia, NH",,,NA,CO
"Lafayette, IN",,,NA,CO
"Lafayette, LA",,,NA,CO
"Lake Charles, LA",,,NA,CO
"Lakeland, FL",,,NA,CO
"Lancaster, PA",,,NA,CO
"Lansing-East Lansing, MI",,,NA,CO
"Laramie, WY",,,NA,CO
"Las Cruces, NM",,,NA,CO
"Las Vegas-Paradise, NV",,,0.553074815,CO
"Laurel, MS",,,NA,CO
"Lebanon, NH-VT",,,NA,CO
"Lewiston-Auburn, ME",,,NA,CO
"Lexington-Fayette, KY",,,NA,CO
"Lima, OH",,,NA,CO
"Lincoln, NE",,,0.415774118,CO
"Little Rock-North Little Rock-Conway, AR",,,0.430200396,CO
"Logan, UT-ID",,,NA,CO
"Los Angeles-Long Beach-Santa Ana, CA",,,0.433177507,CO
"Louisville/Jefferson County, KY-IN",,,0.672400102,CO
"Lubbock, TX",,,NA,CO
"Lumberton, NC",,,NA,CO
"Lynchburg, VA",,,NA,CO
"Macon, GA",,,NA,CO
"Madera, CA",,,NA,CO
"Madison, WI",,,NA,CO
"Manchester-Nashua, NH",,,0.422596323,CO
"Manitowoc, WI",,,NA,CO
"Marshall, TX",,,NA,CO
"McAlester, OK",,,NA,CO
"McAllen-Edinburg-Mission, TX",,,NA,CO
"Medford, OR",,,0.503545982,CO
"Memphis, TN-MS-AR",,,0.394372132,CO
"Merced, CA",,,NA,CO
"Meridian, MS",,,NA,CO
"Miami, OK",,,NA,CO
"Miami-Fort Lauderdale-Pompano Beach, FL",,,0.394467628,CO
"Michigan City-La Porte, IN",,,NA,CO
"Middlesborough, KY",,,NA,CO
"Milwaukee-Waukesha-West Allis, WI",,,NA,CO
"Minneapolis-St. Paul-Bloomington, MN-WI",,,0.379890722,CO
"Missoula, MT",,,0.686385768,CO
"Mobile, AL",,,NA,CO
"Modesto, CA",,,0.331290701,CO
"Monroe, LA",,,NA,CO
"Monroe, MI",,,NA,CO
"Montgomery, AL",,,NA,CO
"Morgantown, WV",,,NA,CO
"Mount Vernon, IL",,,NA,CO
"Muncie, IN",,,NA,CO
"Muscatine, IA",,,NA,CO
"Muskegon-Norton Shores, MI",,,NA,CO
"Muskogee, OK",,,NA,CO
"Natchez, MS-LA",,,NA,CO
"New Castle, IN",,,NA,CO
"New Haven-Milford, CT",,,0.292725877,CO
"New Orleans-Metairie-Kenner, LA",,,NA,CO
"New York-Northern New Jersey-Long Island, NY-NJ-PA",,,0.394937038,CO
"Niles-Benton Harbor, MI",,,NA,CO
"Nogales, AZ",,,NA,CO
"Norwich-New London, CT",,,NA,CO
"Odessa, TX",,,NA,CO
"Ogden-Clearfield, UT",,,0.493194778,CO
"Oklahoma City, OK",,,0.318413236,CO
"Omaha-Council Bluffs, NE-IA",,,0.543909332,CO
"Orlando-Kissimmee, FL",,,0.397128632,CO
"Ottawa-Streator, IL",,,NA,CO
"Owensboro, KY",,,NA,CO
"Oxnard-Thousand Oaks-Ventura, CA",,,NA,CO
"Paducah, KY-IL",,,NA,CO
"Palm Bay-Melbourne-Titusville, FL",,,NA,CO
"Parkersburg-Marietta-Vienna, WV-OH",,,NA,CO
"Pascagoula, MS",,,NA,CO
"Pendleton-Hermiston, OR",,,NA,CO
"Pensacola-Ferry Pass-Brent, FL",,,NA,CO
"Peoria, IL",,,0.547523981,CO
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,0.33620665,CO
"Phoenix-Mesa-Scottsdale, AZ",,,0.467466695,CO
"Pittsburgh, PA",,,0.393118237,CO
"Pittsfield, MA",,,NA,CO
"Platteville, WI",,,NA,CO
"Pocatello, ID",,,NA,CO
"Ponce, PR",,,NA,CO
"Port St. Lucie, FL",,,NA,CO
"Portland-South Portland-Biddeford, ME",,,0.332352225,CO
"Portland-Vancouver-Beaverton, OR-WA",,,0.378074446,CO
"Portsmouth, OH",,,NA,CO
"Poughkeepsie-Newburgh-Middletown, NY",,,NA,CO
"Prescott, AZ",,,NA,CO
"Prineville, OR",,,NA,CO
"Providence-New Bedford-Fall River, RI-MA",,,0.321456265,CO
"Provo-Orem, UT",,,0.446712732,CO
"Pueblo, CO",,,NA,CO
"Quincy, IL-MO",,,NA,CO
"Raleigh-Cary, NC",,,0.408828051,CO
"Rapid City, SD",,,NA,CO
"Reading, PA",,,0.313807404,CO
"Redding, CA",,,NA,CO
"Reno-Sparks, NV",,,0.381695556,CO
"Richmond, VA",,,0.347474899,CO
"Richmond-Berea, KY",,,NA,CO
"Riverside-San Bernardino-Ontario, CA",,,0.381687533,CO
"Riverton, WY",,,NA,CO
"Roanoke, VA",,,0.331160652,CO
"Rochester, MN",,,NA,CO
"Rochester, NY",,,0.393866474,CO
"Rock Springs, WY",,,NA,CO
"Rockford, IL",,,0.361316625,CO
"Rocky Mount, NC",,,NA,CO
"Rome, GA",,,NA,CO
"Roswell, NM",,,NA,CO
"Russellville, AR",,,NA,CO
"Rutland, VT",,,0.37536051,CO
"Sacramento--Arden-Arcade--Roseville, CA",,,0.373579223,CO
"Salinas, CA",,,0.33541167,CO
"Salisbury, NC",,,0.305064547,CO
"Salt Lake City, UT",,,0.393388394,CO
"San Antonio, TX",,,0.331975066,CO
"San Diego-Carlsbad-San Marcos, CA",,,0.547702481,CO
"San Francisco-Oakland-Fremont, CA",,,0.347513876,CO
"San Jose-Sunnyvale-Santa Clara, CA",,,0.35029513,CO
"San Juan-Caguas-Guaynabo, PR",,,0.796497048,CO
"San Luis Obispo-Paso Robles, CA",,,NA,CO
"Santa Barbara-Santa Maria-Goleta, CA",,,0.30926874,CO
"Santa Cruz-Watsonville, CA",,,0.302374443,CO
"Santa Fe, NM",,,NA,CO
"Santa Rosa-Petaluma, CA",,,0.350195526,CO
"Sault Ste. Marie, MI",,,NA,CO
"Savannah, GA",,,NA,CO
"Scottsbluff, NE",,,NA,CO
"Scranton--Wilkes-Barre, PA",,,0.30839566,CO
"Seaford, DE",,,NA,CO
"Searcy, AR",,,NA,CO
"Seattle-Tacoma-Bellevue, WA",,,0.242945799,CO
"Seneca, SC",,,NA,CO
"Sheridan, WY",,,NA,CO
"Shreveport-Bossier City, LA",,,NA,CO
"Sierra Vista-Douglas, AZ",,,NA,CO
"Silver City, NM",,,NA,CO
"Sioux City, IA-NE-SD",,,0.121791944,CO
"Sioux Falls, SD",,,NA,CO
"Somerset, KY",,,NA,CO
"South Bend-Mishawaka, IN-MI",,,NA,CO
"Spartanburg, SC",,,NA,CO
"Spokane, WA",,,0.549148436,CO
"Springfield, IL",,,0.369343039,CO
"Springfield, MA",,,0.28143052,CO
"Springfield, MO",,,0.313245135,CO
"Springfield, OH",,,NA,CO
"St. Cloud, MN",,,NA,CO
"St. George, UT",,,NA,CO
"St. Joseph, MO-KS",,,NA,CO
"St. Louis, MO-IL",,,0.335147176,CO
"State College, PA",,,NA,CO
"Stockton, CA",,,0.321257285,CO
"Syracuse, NY",,,0.450777152,CO
"Talladega-Sylacauga, AL",,,NA,CO
"Tallahassee, FL",,,NA,CO
"Tampa-St. Petersburg-Clearwater, FL",,,0.30956808,CO
"Terre Haute, IN",,,NA,CO
"Texarkana, TX-Texarkana, AR",,,NA,CO
"Thomasville-Lexington, NC",,,NA,CO
"Toledo, OH",,,NA,CO
"Topeka, KS",,,NA,CO
"Torrington, CT",,,0.193026162,CO
"Trenton-Ewing, NJ",,,NA,CO
"Truckee-Grass Valley, CA",,,NA,CO
"Tucson, AZ",,,0.350459439,CO
"Tulsa, OK",,,0.341058993,CO
"Tupelo, MS",,,NA,CO
"Tuscaloosa, AL",,,NA,CO
"Ukiah, CA",,,NA,CO
"Valdosta, GA",,,NA,CO
"Vallejo-Fairfield, CA",,,0.375109972,CO
"Vincennes, IN",,,NA,CO
"Virginia Beach-Norfolk-Newport News, VA-NC",,,0.332319618,CO
"Visalia-Porterville, CA",,,NA,CO
"Warner Robins, GA",,,NA,CO
"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,0.537459143,CO
"Waterloo-Cedar Falls, IA",,,NA,CO
"Watertown, SD",,,NA,CO
"Weirton-Steubenville, WV-OH",,,0.363830978,CO
"Wheeling, WV-OH",,,NA,CO
"Wichita, KS",,,0.486275234,CO
"Wilmington, NC",,,NA,CO
"Winchester, VA-WV",,,NA,CO
"Winston-Salem, NC",,,0.534727425,CO
"Worcester, MA",,,0.47852993,CO
"Yakima, WA",,,NA,CO
"York-Hanover, PA",,,0.329165321,CO
"Youngstown-Warren-Boardman, OH-PA",,,NA,CO
"Yuba City, CA",,,NA,CO
"Yuma, AZ",,,NA,CO
"Aberdeen, WA",,,NA,CO
"Ardmore, OK",,,NA,CO
"Barnstable Town, MA",,,NA,CO
"Bellingham, WA",,,NA,CO
"Berlin, NH-VT",,,NA,CO
"Billings, MT",,,0.37695471,CO
"Branson, MO",,,NA,CO
"Bremerton-Silverdale, WA",,,NA,CO
"Carlsbad-Artesia, NM",,,NA,CO
"Centralia, WA",,,NA,CO
"Corsicana, TX",,,NA,CO
"Corvallis, OR",,,NA,CO
"Crescent City, CA",,,NA,CO
"Dalton, GA",,,NA,CO
"Douglas, GA",,,NA,CO
"Eagle Pass, TX",,,NA,CO
"Elko, NV",,,NA,CO
"Ellensburg, WA",,,NA,CO
"Emporia, KS",,,NA,CO
"Espanola, NM",,,NA,CO
"Great Falls, MT",,,0.387404202,CO
"Harrison, AR",,,NA,CO
"Houghton, MI",,,NA,CO
"Kennewick-Richland-Pasco, WA",,,NA,CO
"Kingsville, TX",,,NA,CO
"Knoxville, TN",,,0.180557123,CO
"Lake City, FL",,,NA,CO
"Lake Havasu City-Kingman, AZ",,,NA,CO
"Laredo, TX",,,0.398496112,CO
"Lawrenceburg, TN",,,NA,CO
"Lawton, OK",,,NA,CO
"Lewiston, ID-WA",,,NA,CO
"Longview, WA",,,NA,CO
"Los Alamos, NM",,,NA,CO
"Marshall, MN",,,NA,CO
"Moscow, ID",,,NA,CO
"Moses Lake, WA",,,NA,CO
"Mount Vernon-Anacortes, WA",,,NA,CO
"Napa, CA",,,0.369126934,CO
"Naples-Marco Island, FL",,,NA,CO
"Nashville-Davidson-Murfreesboro-Franklin, TN",,,0.433047926,CO
"Ocala, FL",,,NA,CO
"Olympia, WA",,,NA,CO
"Panama City-Lynn Haven, FL",,,NA,CO
"Payson, AZ",,,NA,CO
"Ponca City, OK",,,NA,CO
"Port Angeles, WA",,,0.160235495,CO
"Pullman, WA",,,NA,CO
"Red Bluff, CA",,,NA,CO
"Roseburg, OR",,,NA,CO
"Ruidoso, NM",,,NA,CO
"Salem, OR",,,NA,CO
"Shelton, WA",,,NA,CO
"Show Low, AZ",,,NA,CO
"Taos, NM",,,NA,CO
"The Dalles, OR",,,NA,CO
"Twin Falls, ID",,,NA,CO
"Utica-Rome, NY",,,NA,CO
"Vernal, UT",,,NA,CO
"Vineland-Millville-Bridgeton, NJ",,,NA,CO
"Waco, TX",,,0.3,CO
"Walla Walla, WA",,,NA,CO
"Wenatchee, WA",,,NA,CO
"Wichita Falls, TX",,,NA,CO
"Winona, MN",,,NA,CO
"Athens, TN",,,NA,CO
"Canon City, CO",,,NA,CO
"Carbondale, IL",,,NA,CO
"Cleveland, TN",,,NA,CO
"Culpeper, VA",,,NA,CO
"Deming, NM",,,NA,CO
"Dodge City, KS",,,NA,CO
"East Liverpool-Salem, OH",,,NA,CO
"Evanston, WY",,,NA,CO
"Findlay, OH",,,NA,CO
"Gallup, NM",,,NA,CO
"Georgetown, SC",,,NA,CO
"Jackson, TN",,,NA,CO
"Joplin, MO",,,NA,CO
"Lexington, NE",,,NA,CO
"Mason City, IA",,,NA,CO
"New Castle, PA",,,0.5481136,CO
"Pahrump, NV",,,NA,CO
"Palatka, FL",,,NA,CO
"Silverthorne, CO",,,NA,CO
"Summerville, GA",,,NA,CO
"Williamsport, PA",,,NA,CO
"Burley, ID",,,NA,CO
"Coeur d'Alene, ID",,,NA,CO
"Elmira, NY",,,NA,CO
"Granbury, TX",,,NA,CO
"Iron Mountain, MI-WI",,,NA,CO
"Killeen-Temple-Fort Hood, TX",,,NA,CO
"Kingston, NY",,,NA,CO
"Longview, TX",,,NA,CO
"Malone, NY",,,NA,CO
"Minot, ND",,,NA,CO
"Ocean Pines, MD",,,NA,CO
"Phoenix Lake-Cedar Ridge, CA",,,NA,CO
"Racine, WI",,,NA,CO
"Richmond, IN",,,NA,CO
"Rockland, ME",,,NA,CO
"Sevierville, TN",,,NA,CO
"Seymour, IN",,,NA,CO
"Sheboygan, WI",,,NA,CO
"Tahlequah, OK",,,NA,CO
"Tyler, TX",,,NA,CO
"Victoria, TX",,,NA,CO
"Wausau, WI",,,NA,CO
"Whitewater, WI",,,NA,CO
"Williston, ND",,,NA,CO
"Watertown-Fort Drum, NY",,,NA,CO
"Ames, IA",,,NA,CO
"Bemidji, MN",,,NA,CO
"Greeneville, TN",,,NA,CO
"Jefferson City, MO",,,NA,CO
"Lufkin, TX",,,NA,CO
"Warsaw, IN",,,NA,CO
"Gardnerville Ranchos, NV",,,0.508778599,CO
"Americus, GA",,,NA,CO
"Anderson, SC",,,NA,CO
"Ashtabula, OH",,,NA,CO
"Carson City, NV",,,NA,CO
"Chambersburg, PA",,,NA,CO
"Columbia, MO",,,NA,CO
"DuBois, PA",,,NA,CO
"Effingham, IL",,,NA,CO
"Fallon, NV",,,NA,CO
"Fernley, NV",,,NA,CO
"Fond du Lac, WI",,,NA,CO
"Fort Walton Beach-Crestview-Destin, FL",,,NA,CO
"Gaffney, SC",,,NA,CO
"Huntington, IN",,,NA,CO
"Indiana, PA",,,NA,CO
"Janesville, WI",,,NA,CO
"Lincolnton, NC",,,NA,CO
"Morristown, TN",,,NA,CO
"Mount Vernon, OH",,,NA,CO
"Myrtle Beach-Conway-North Myrtle Beach, SC",,,NA,CO
"Red Wing, MN",,,NA,CO
"Sebring, FL",,,NA,CO
"Traverse City, MI",,,NA,CO
"Walterboro, SC",,,NA,CO
"Watertown-Fort Atkinson, WI",,,NA,CO
"Wilmington, OH",,,NA,CO
"Coffeyville, KS",,,NA,CO
"New Philadelphia-Dover, OH",,,NA,CO
"Warren, PA",,,NA,CO
"Washington, IN",,,NA,CO
"Washington, NC",,,NA,CO
"Yauco, PR",,,NA,CO
"Aberdeen, SD",,,NA,NO2
"Adrian, MI",,,NA,NO2
"Akron, OH",,,NA,NO2
"Albany, GA",,,NA,NO2
"Albany-Lebanon, OR",,,NA,NO2
"Albany-Schenectady-Troy, NY",,,NA,NO2
"Albuquerque, NM",,,12.10161438,NO2
"Alexandria, LA",,,NA,NO2
"Allegan, MI",,,NA,NO2
"Allentown-Bethlehem-Easton, PA-NJ",,,10.76056971,NO2
"Altoona, PA",,,NA,NO2
"Amarillo, TX",,,NA,NO2
"Anchorage, AK",,,NA,NO2
"Anderson, IN",,,NA,NO2
"Ann Arbor, MI",,,NA,NO2
"Appleton, WI",,,NA,NO2
"Asheville, NC",,,NA,NO2
"Athens, OH",,,4.028358398,NO2
"Athens-Clarke County, GA",,,NA,NO2
"Atlanta-Sandy Springs-Marietta, GA",,,6.762884571,NO2
"Atlantic City, NJ",,,NA,NO2
"Augusta-Richmond County, GA-SC",,,NA,NO2
"Augusta-Waterville, ME",,,NA,NO2
"Austin-Round Rock, TX",,,2.963859671,NO2
"Bakersfield, CA",,,9.751891216,NO2
"Baltimore-Towson, MD",,,15.32358232,NO2
"Bangor, ME",,,NA,NO2
"Baraboo, WI",,,NA,NO2
"Baton Rouge, LA",,,7.093000967,NO2
"Bay City, MI",,,NA,NO2
