CBSA Name,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,TEMP,PRESS,RH,DP,WIND,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans
"Chattanooga, TN-GA",35.0427469759,-85.2693787904,11.5269016698,44.1243042672,13.0781268728,48.6318082789,18.0168067227,16.7226890756,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368500142566,46.9246435845,NA,NA,16860,Metropolitan Statistical Area,528143.0,2089.0,252.8,1126.8,200835.0,0.836857829799,22195.0,0.0924841762262,15459.0,0.0644159891994,1498.0,0.00624200477526,239987.0
"Cheyenne, WY",41.139976,-104.817801,4.08333333333,17.0444444444,NA,NA,14.2102272727,13.1818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16940,Metropolitan Statistical Area,91738.0,2685.9,34.2,1817.7,40298.0,0.835520723186,4424.0,0.0917252389542,3279.0,0.0679853206444,230.0,0.00476871721507,48231.0
"Chicago-Naperville-Joliet, IL-IN-WI",41.7939439132,-87.5830184615,12.8229706063,46.2645074224,12.2898874995,46.0616754617,23.5600275198,21.7120743034,51.8998602033,991.563267622,76.4845084472,42.5123432203,5.43573112155,0.465238037202,6.91369047619,18.2739661025,31.3711295246,0.0281584581935,34.4491913335,2.25264140469,10.271251932,16980,Metropolitan Statistical Area,9461105.0,7196.8,1314.6,8613.4,3130329.0,0.710938651534,379176.0,0.0861158281235,395059.0,0.0897230651272,498529.0,0.113222455215,4403093.0
"Chico, CA",39.757371,-121.843286,7.98793103448,30.775862069,8.34426229508,32.606557377,16.3606557377,15.1147540984,60.4162949729,1005.4946233,63.2263819059,NA,3.50724786106,0.334282172603,4.38356164384,7.21152532603,15.0136986301,0.0331196972603,37.501369863,NA,NA,17020,Metropolitan Statistical Area,220000.0,1636.5,134.4,2144.7,61074.0,0.736576776497,9411.0,0.113500410054,11468.0,0.138308649718,963.0,0.011614163732,82916.0
"Cincinnati-Middletown, OH-KY-IN",39.1915486174,-84.4328387138,13.2836741951,49.5500582072,8.7259833415,36.9416445623,23.262295082,21.5475409836,50.6699039729,NA,NA,NA,NA,0.326002059172,4.13017751479,9.37384884539,18.895035461,0.031884862599,45.1057289241,3.36928795414,17.9388535032,17140,Metropolitan Statistical Area,2130151.0,4391.9,485.0,2563.6,815330.0,0.828223787931,85256.0,0.0866042550425,63783.0,0.0647916768248,20063.0,0.0203802802022,984432.0
"Clarksburg, WV",39.278117,-80.34225,11.963963964,45.9279279279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17220,Micropolitan Statistical Area,94196.0,908.5,103.7,567.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarksville, TN-KY",36.91171,-87.323337,11.1581196581,44.0256410256,10.6784090909,42.3295454545,19.5862068966,18.1551724138,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0391639963636,44.2581818182,2.51079353188,8.61594202899,17300,Metropolitan Statistical Area,273949.0,2157.4,127.0,1151.8,93587.0,0.834250006686,10834.0,0.0965760690313,7334.0,0.0653764897799,426.0,0.00379743450317,112181.0
"Clearlake, CA",39.0327,-122.92229,3.07540983607,12.8360655738,NA,NA,NA,NA,53.9766916303,NA,71.0453345806,NA,NA,NA,NA,NA,NA,0.0268123801653,30.5674931129,NA,NA,17340,Micropolitan Statistical Area,64665.0,1256.5,51.5,613.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cleveland, MS",33.746056,-90.723028,10.6025,41.75,11.2756587808,43.7601156069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0342377387755,43.0,NA,NA,17380,Micropolitan Statistical Area,34145.0,876.6,39.0,563.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cleveland-Elyria-Mentor, OH",41.4194116618,-81.7296049,11.4039889721,43.7551181102,14.216091954,51.1072796935,22.8685927307,21.0149114632,17.9531046176,NA,77.1103042712,NA,17.6754590508,0.493493174293,7.85733512786,12.1488178569,22.885509839,0.0329681556044,40.0435164835,3.75091153158,18.2722710163,17460,Metropolitan Statistical Area,2077240.0,1997.3,1040.0,3808.4,812387.0,0.827977822396,74315.0,0.0757412069264,62391.0,0.063588368988,32077.0,0.0326926016898,981170.0
"Clinton, IA",41.8487716,-90.1950237714,12.2611428571,45.0314285714,14.177816384,51.8152866242,NA,NA,50.7436866959,993.850718247,85.6922246795,NA,NA,NA,NA,NA,NA,0.030468740566,37.3396226415,1.2529695,4.40350877193,17540,Micropolitan Statistical Area,49116.0,694.9,70.7,1287.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado Springs, CO",38.848014,-104.828564,6.18739495798,25.7983193277,NA,NA,19.5,18.0384615385,NA,NA,NA,NA,NA,0.44183583844,7.38718662953,NA,NA,0.0367369097065,42.7336343115,NA,NA,17820,Metropolitan Statistical Area,645613.0,2683.9,240.6,3092.5,237972.0,0.77539808995,30719.0,0.100093514889,35804.0,0.116662267883,2408.0,0.007846127278,306903.0
"Columbia, SC",34.0287275278,-81.06940939,11.2561342593,44.1134259259,NA,NA,19.9669187146,18.4366729679,62.545403205,NA,60.7549363976,NA,3.07774497043,0.283123596491,5.0,5.33252489766,13.6198830409,0.0271533401361,36.7376093294,1.11795654049,9.38663967611,17900,Metropolitan Statistical Area,767598.0,3702.7,207.3,1428.0,298215.0,0.817917022076,29845.0,0.0818561558736,34420.0,0.0944040504329,2123.0,0.00582277161735,364603.0
"Columbus, GA-AL",32.4725477903,-84.9743870369,13.6015533981,49.5689320388,11.3020967503,44.2024793388,18.8474576271,17.4406779661,62.7971308329,1000.40422329,72.1100641945,NA,NA,NA,NA,NA,NA,0.0312430571429,40.0897959184,1.19203686575,3.56164383562,17980,Metropolitan Statistical Area,294865.0,1936.1,152.3,1680.8,112157.0,0.79541151023,13576.0,0.0962802737492,14438.0,0.102393532144,834.0,0.00591468387646,141005.0
"Columbus, OH",40.0375121384,-82.9005539119,12.4251572994,46.6043046358,13.2114754098,49.0819672131,34.025210084,29.4369747899,NA,NA,NA,NA,NA,0.343733331507,4.84109589041,NA,NA,0.0336812719503,44.4063714064,NA,NA,18140,Metropolitan Statistical Area,1836536.0,3967.2,462.9,3186.0,780642.0,0.828835467068,76765.0,0.0815041397074,69967.0,0.0742864605342,14480.0,0.0153739326902,941854.0
"Concord, NH",43.13244,-71.458306,8.42663043478,32.9565217391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299491521739,36.7989130435,8.52627189934,40.8446389497,18180,Micropolitan Statistical Area,146445.0,934.1,156.8,618.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corning, NY",42.09142,-77.20978,7.38737864078,29.501618123,7.12285714286,28.6057142857,NA,NA,NA,NA,NA,NA,NA,0.155826835616,1.75342465753,1.34079605932,2.50282485876,0.0341193333333,35.0113636364,0.66136025,2.025,18500,Micropolitan Statistical Area,98990.0,1390.6,71.2,850.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi, TX",27.8062719346,-97.4398559439,9.88831775701,39.0654205607,9.40272660085,37.3957219251,20.1454545455,18.6909090909,71.3008366438,NA,65.4195156333,NA,6.78588466429,NA,NA,NA,NA,0.0275309150418,32.2423398329,0.497505034123,2.62654028436,18580,Metropolitan Statistical Area,428185.0,1784.0,240.0,3204.0,150730.0,0.796472335096,21786.0,0.115119394231,13754.0,0.0726775061163,2977.0,0.0157307645564,189247.0
"Dallas-Fort Worth-Arlington, TX",32.7739975788,-96.9973441128,10.1454545455,40.3682393556,9.14439425939,37.1752841951,22.1324786325,20.4615384615,65.8525668906,996.563655655,61.4865479128,50.8153424521,6.19183175829,0.298436951332,3.96235078053,7.42753024596,15.8076034447,0.0287685021472,35.8573619632,0.588154389655,2.58689655172,19100,Metropolitan Statistical Area,6371773.0,8927.5,713.7,3909.3,2536559.0,0.813240263065,313551.0,0.100526854579,224898.0,0.0721040230812,44069.0,0.0141288592747,3119077.0
"Daphne-Fairhope-Foley, AL",30.498001,-87.881412,10.2385245902,40.8360655738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314239194915,40.0042372881,NA,NA,19300,Micropolitan Statistical Area,182265.0,1589.8,114.6,408.6,54120.0,0.828904443185,6686.0,0.102403087715,4358.0,0.0667473311789,127.0,0.001945137921,65291.0
"Davenport-Moline-Rock Island, IA-IL",41.5251738026,-90.6008528861,12.2341810783,45.5269582909,11.9777559621,44.9551692589,32.3081155433,28.6616231087,51.0023731032,991.303783035,82.2879812603,NA,2.93999796438,0.222915304469,3.06703910615,8.4671569621,15.3965014577,0.0283239873897,33.3064312736,0.518919040698,1.65697674419,19340,Metropolitan Statistical Area,379690.0,2269.9,167.3,2218.6,154028.0,0.850861202258,14171.0,0.0782815728127,11310.0,0.062477213218,1517.0,0.00838001171102,181026.0
"Dayton, OH",39.79554436,-84.26935832,12.913,47.9575,13.6084745763,50.0169491525,20.7647058824,19.2411764706,NA,NA,NA,NA,NA,0.362898406849,4.72054794521,NA,NA,0.0339716410256,44.6247086247,NA,NA,19380,Metropolitan Statistical Area,841502.0,1706.0,493.3,2243.4,310959.0,0.836698506659,30527.0,0.0821391093771,24749.0,0.0665922238665,5415.0,0.0145701600969,371650.0
"Decatur, AL",34.518735,-86.976939,11.1552767273,44.0112359551,8.47232142857,34.8392857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0297704512195,42.7642276423,NA,NA,19460,Metropolitan Statistical Area,153829.0,1270.0,121.1,818.7,50217.0,0.886239697863,4421.0,0.0780226955862,1961.0,0.034608121702,64.0,0.00112948484902,56663.0
"Decatur, IL",39.866834,-88.925594,12.031372549,45.9607843137,12.6517941299,48.052,NA,NA,NA,NA,NA,NA,5.25671148199,NA,NA,NA,NA,0.0293766191781,34.4109589041,2.06318496164,12.1369863014,19500,Metropolitan Statistical Area,110768.0,580.7,190.8,1730.3,45178.0,0.855854661186,4212.0,0.0797923731222,2861.0,0.0541989504992,536.0,0.0101540151931,52787.0
"Deltona-Daytona Beach-Ormond Beach, FL",29.206667,-81.0525,7.54017094017,30.9572649573,8.62203539917,35.0420168067,15.0138888889,13.8694444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027632831044,32.8736263736,NA,NA,19660,Metropolitan Statistical Area,494593.0,1101.0,449.2,1871.3,156682.0,0.80879399968,16430.0,0.0848118189373,18868.0,0.0973967985216,1743.0,0.0089973828611,193723.0
"Denver-Aurora, CO",39.7088603182,-104.968821525,7.39833333333,30.0704545455,8.76451612903,34.7225806452,26.0293240557,24.0596421471,51.38136677,NA,45.6123935506,NA,4.51501185455,0.434786807422,6.99097291876,22.3186249142,36.7018072289,0.0346573312398,41.4826703885,1.33509233192,10.4124293785,19740,Metropolitan Statistical Area,2543482.0,8346.1,304.8,4803.7,977259.0,0.759137531383,118034.0,0.0916891421611,133310.0,0.103555581794,58725.0,0.0456177446618,1287328.0
"Des Moines-West Des Moines, IA",41.6032475458,-93.6690342303,10.1226012793,38.552238806,9.65857979434,37.4892086331,20.0082987552,18.510373444,51.6678833654,NA,76.0549184451,NA,2.95821028748,0.293051008571,4.42,8.97431099135,18.4121037464,0.0286845244755,33.2867132867,0.298088968571,0.24,19780,Metropolitan Statistical Area,569633.0,2883.7,197.5,2375.0,259421.0,0.828691355027,30064.0,0.096036083808,20503.0,0.0654945391935,3061.0,0.009778021971,313049.0
"Detroit-Warren-Livonia, MI",42.3691833846,-83.0777931136,10.5067920595,38.6755415162,11.6299319728,42.9047619048,20.3759873618,18.7993680885,51.7932389806,953.491325163,66.3824771112,NA,4.34447356665,0.324357040816,4.04081632653,11.9557046914,24.2085714286,0.0300274941084,39.0243519246,2.47502882645,14.8292011019,19820,Metropolitan Statistical Area,4296250.0,3888.4,1104.9,3800.4,1511844.0,0.841921784524,157367.0,0.087635169677,98322.0,0.0547539519275,28173.0,0.0156890938717,1795706.0
"Dickinson, ND",46.8943,-103.37853,4.65344827586,19.4310344828,4.1186440678,17.2033898305,NA,NA,43.085759375,NA,68.9472619517,NA,9.29253613833,NA,NA,NA,NA,0.0340786376404,33.8005617978,0.154062563025,0.806722689076,19860,Micropolitan Statistical Area,24982.0,2483.6,10.1,1361.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dothan, AL",31.226359,-85.390768,12.447056033,46.0773067332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283156666667,37.5596707819,NA,NA,20020,Metropolitan Statistical Area,145639.0,1716.0,84.9,623.4,52618.0,0.882437780908,4377.0,0.0734051116925,2505.0,0.0420104648823,128.0,0.00214664251694,59628.0
"Dover, DE",39.0727230852,-75.5369936502,9.54260089686,37.1793721973,10.6766666667,40.7833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0322345326087,41.4528985507,NA,NA,20100,Metropolitan Statistical Area,162310.0,586.2,276.9,912.7,52901.0,0.824915404887,5900.0,0.0920020583511,4598.0,0.071699231237,730.0,0.0113833055248,64129.0
"Duluth, MN-WI",46.9706010286,-92.2110168571,5.66628571429,23.1314285714,6.60173708926,25.1623931624,21.7885714286,20.08,42.8792709018,NA,70.4092323373,NA,4.93378095133,0.458500764384,7.06301369863,1.80083982466,4.78356164384,0.0302335159574,31.4441489362,0.151098465753,1.31232876712,20260,Metropolitan Statistical Area,279771.0,8412.9,33.3,1377.1,104083.0,0.794211458047,12381.0,0.094473949272,11915.0,0.0909181088423,2673.0,0.0203964838385,131052.0
"Durango, CO",37.1253129412,-107.709633371,4.16058823529,17.4,3.48,13.8086956522,25.2612612613,21.2522522523,46.4976551457,NA,55.689321118,NA,1.97554735507,0.313213249315,3.30136986301,4.92651343105,10.4426229508,0.0368443752311,41.7754158965,NA,NA,20420,Micropolitan Statistical Area,51334.0,1692.1,30.3,452.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, NC",35.8938945431,-79.0336656422,9.53146551724,38.1724137931,10.0673869476,40.2908587258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0296979158879,41.4143302181,NA,NA,20500,Metropolitan Statistical Area,504357.0,1758.4,286.8,1860.4,219267.0,0.763270477908,32085.0,0.111688185106,25853.0,0.0899945348153,10068.0,0.0350468021708,287273.0
"East Stroudsburg, PA",41.08306,-75.32328,9.15736238144,35.6368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0345833037383,43.5747663551,NA,NA,20700,Micropolitan Statistical Area,169842.0,608.3,279.2,726.2,47383.0,0.774269980555,8262.0,0.135006617971,5002.0,0.0817360328121,550.0,0.00898736866186,61197.0
"Eau Claire, WI",44.812,-91.496,10.0428571429,37.4523809524,NA,NA,9.0,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20740,Metropolitan Statistical Area,161151.0,1646.4,97.9,1345.6,69073.0,0.812986982416,6612.0,0.0778230267649,8725.0,0.102692968621,552.0,0.00649702219816,84962.0
"El Centro, CA",32.7861751435,-115.520072584,9.47248803828,36.7631578947,10.2950819672,40.4918032787,32.5016611296,29.7475083056,74.3420344486,1008.79372145,44.972276874,NA,4.33739019563,0.684567863046,10.2148760331,9.50421941791,23.4253731343,0.0298659089082,39.2672471534,0.4837513,2.34166666667,20940,Metropolitan Statistical Area,174528.0,4176.6,41.8,3062.6,44451.0,0.792932446173,5815.0,0.103729998751,5090.0,0.0907971958116,703.0,0.0125403592643,56059.0
"El Dorado, AR",33.220274,-92.669619,11.6158333333,45.1666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02151985753,6.14520547945,20980,Micropolitan Statistical Area,41639.0,1039.2,40.1,401.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso, TX",31.7645976069,-106.48469922,10.0462427746,37.9132947977,9.77932638269,38.3488372093,27.3684598379,24.4753131909,66.6109198594,890.105202238,35.413496087,33.5825587555,5.31899236878,0.361380372638,5.69769069279,14.7103519661,30.1930320151,0.0278245463392,35.4606116775,0.477578282236,1.80252479711,21340,Metropolitan Statistical Area,800647.0,1012.7,790.6,4318.3,257218.0,0.795026179629,35824.0,0.11072715696,24735.0,0.0764525521274,5757.0,0.0177941112835,323534.0
"Elizabethtown, KY",37.705612,-85.852629,11.7731843575,45.8156424581,8.51355555521,34.0252365931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0331686954733,41.8930041152,NA,NA,21060,Metropolitan Statistical Area,119736.0,884.8,135.3,841.3,51638.0,0.834486102133,6169.0,0.0996929541047,3889.0,0.062847446671,184.0,0.00297349709114,61880.0
"Elkhart-Goshen, IN",41.656905,-85.968372,12.8160531658,45.58125,12.6694915254,46.4915254237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315856032609,38.9673913043,NA,NA,21140,Metropolitan Statistical Area,197559.0,463.2,426.5,1369.5,83951.0,0.796431044787,14335.0,0.135994080202,6620.0,0.0628029864623,503.0,0.00477188854842,105409.0
"Erie, PA",42.14175,-80.038611,11.2421958841,41.80625,10.525862069,40.275862069,14.1883116883,13.1623376623,NA,NA,NA,NA,NA,0.347146117808,4.11232876712,7.85661743925,18.4299065421,0.0352360516432,41.2018779343,5.61890918384,12.504178273,21500,Metropolitan Statistical Area,280566.0,799.2,351.1,3298.5,104768.0,0.808382586688,12610.0,0.0972978812055,10232.0,0.078949398929,1992.0,0.015370133177,129602.0
"Eugene-Springfield, OR",43.9584673938,-122.993697626,6.45,25.8691358025,6.59129939388,25.7755511022,11.7592592593,10.8968253968,NA,NA,NA,NA,3.02331140863,0.397694052055,6.45753424658,NA,NA,0.0197807026144,28.1274509804,NA,NA,21660,Metropolitan Statistical Area,351715.0,4553.1,77.2,2787.1,107137.0,0.711892674888,15011.0,0.0997435147778,23948.0,0.159127152881,4400.0,0.0292366574527,150496.0
"Eureka-Arcata-Fortuna, CA",40.7895031136,-124.1697125,5.90340909091,24.0738636364,NA,NA,17.7541899441,16.374301676,54.5633471007,993.7367765,74.4687486342,NA,NA,0.317403747945,3.78630136986,2.62485428219,7.00273972603,0.0228396346154,25.1895604396,1.29455263014,1.39452054795,21700,Micropolitan Statistical Area,134623.0,3568.0,37.7,1439.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evansville, IN-KY",38.0188724328,-87.5437988748,12.5866238327,47.7188823031,8.48124815019,34.6168674699,19.6637168142,18.2123893805,57.0384631354,1002.82104727,72.4598948779,46.1459274458,4.42641299177,0.853335033803,12.7943661972,11.1955870836,18.4236311239,0.0325237428127,43.7179487179,2.23527515768,9.19104204753,21780,Metropolitan Statistical Area,358676.0,2284.0,157.0,1660.1,128581.0,0.854989394171,12112.0,0.0805378052916,8037.0,0.0534414086137,1659.0,0.0110313919236,150389.0
"Fairbanks, AK",64.8178931198,-147.621094604,12.3266503667,41.0904645477,13.2531557553,44.4092920354,NA,NA,NA,NA,NA,NA,NA,1.04549831868,19.5384615385,NA,NA,NA,NA,NA,NA,21820,Metropolitan Statistical Area,97581.0,7338.2,13.3,1063.1,35804.0,0.737011115685,6771.0,0.139378344998,5436.0,0.111897900371,569.0,0.0117126389461,48580.0
"Fairmont, WV",39.481483,-80.134667,13.103960396,48.9306930693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21900,Micropolitan Statistical Area,56418.0,308.7,182.7,921.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fajardo, PR",18.383983,-65.618888,7.54864864865,29.8918918919,NA,NA,24.9857549858,22.3703703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21940,Metropolitan Statistical Area,70692.0,84.7,834.5,2523.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fargo, ND-MN",46.933754,-96.85535,9.56817123671,36.8961748634,9.6025210084,36.9495798319,12.9772079772,11.7122507123,43.4906999945,979.641218524,73.893780989,NA,9.0564068274,0.171961726027,2.13698630137,5.41830160548,13.5863013699,0.0264626849315,30.095890411,0.292206758904,0.652054794521,22020,Metropolitan Statistical Area,208777.0,2810.3,74.3,2770.1,99765.0,0.816066944238,9960.0,0.0814717262026,11486.0,0.0939542416831,1040.0,0.00850708787658,122251.0
"Farmington, NM",36.774162,-108.165034,4.57357512953,18.6424870466,3.05308876136,12.0693641618,16.9644268775,15.6798418972,52.1444816484,NA,NA,NA,NA,NA,NA,9.45479763883,19.1802197802,0.0304128257757,36.8583929992,0.76281398894,3.77511520737,22140,Metropolitan Statistical Area,130044.0,5513.1,23.6,831.1,42557.0,0.835630694314,4839.0,0.0950164938737,3468.0,0.068096135721,64.0,0.00125667609174,50928.0
"Fayetteville, NC",35.041416,-78.953112,11.3876033058,44.347107438,10.5455093901,41.8179190751,16.4833333333,15.1833333333,62.0468096423,NA,66.9559587699,NA,3.73863993699,NA,NA,NA,NA,0.0319863946785,44.9623059867,NA,NA,22180,Metropolitan Statistical Area,366383.0,1043.1,351.3,1694.0,148337.0,0.835517829885,16736.0,0.094266611843,11583.0,0.0652420031655,883.0,0.0049735551062,177539.0
"Fayetteville-Springdale-Rogers, AR-MO",36.1797,-94.116827,11.1398305085,43.406779661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0307567150685,35.9506849315,NA,NA,22220,Metropolitan Statistical Area,463204.0,3163.1,146.4,1114.8,171666.0,0.79734876635,25220.0,0.117141052319,17325.0,0.0804706079073,1085.0,0.00503957342449,215296.0
"Flagstaff, AZ",35.206111,-111.652777,5.075,21.1666666667,3.43735632184,14.1436781609,22.3798219585,20.3560830861,50.6537946137,NA,45.1791729534,NA,5.17819926027,NA,NA,NA,NA,0.0439490034483,43.925862069,NA,NA,22380,Metropolitan Statistical Area,134421.0,18618.9,7.2,1348.4,43080.0,0.682855693634,8113.0,0.128598148618,10804.0,0.171252853157,1091.0,0.0172933045904,63088.0
"Flint, MI",43.047224,-83.670159,8.84426229508,34.2049180328,NA,NA,NA,NA,50.1818493205,989.970547945,NA,NA,3.38763126438,NA,NA,NA,NA,0.0335288179348,40.1195652174,NA,NA,22420,Metropolitan Statistical Area,425790.0,637.0,668.5,1814.2,121831.0,0.859841908392,10697.0,0.0754958006917,7705.0,0.054379278707,1457.0,0.0102830122098,141690.0
"Florence, SC",34.214263,-79.767347,10.8536363636,42.7181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0286057852761,38.3343558282,NA,NA,22500,Metropolitan Statistical Area,205566.0,1361.1,151.0,654.9,73632.0,0.849214587226,7758.0,0.0894747768321,5080.0,0.0585887943164,236.0,0.00272184162572,86706.0
"Florence-Muscle Shoals, AL",34.758781,-87.650562,11.0393219107,42.9955654102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283813099174,39.1900826446,NA,NA,22520,Metropolitan Statistical Area,147137.0,1260.3,116.7,772.3,49009.0,0.88299731546,4079.0,0.0734915229807,2322.0,0.0418355764553,93.0,0.00167558510351,55503.0
"Fort Collins-Loveland, CO",40.571288,-105.079693,6.46178861789,26.325203252,2.22049180328,9.31147540984,19.4660633484,18.0113122172,44.9607921781,NA,50.2272216637,NA,3.05928858995,0.365279464088,5.70165745856,NA,NA,0.0384304965986,42.6523809524,NA,NA,22660,Metropolitan Statistical Area,299630.0,2596.0,115.4,2711.9,110409.0,0.756386630038,12132.0,0.083113537806,22280.0,0.152635148559,1148.0,0.0078646835972,145969.0
"Fort Madison-Keokuk, IA-MO",40.400959,-91.391012,11.8095652174,44.6695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22800,Micropolitan Statistical Area,43001.0,1022.2,42.1,653.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Payne, AL",34.287627,-85.968298,11.4980582524,45.1553398058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22840,Micropolitan Statistical Area,71109.0,777.1,91.5,111.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fort Smith, AR-OK",35.4279724,-94.5054422,11.201,43.665,NA,NA,NA,NA,59.5612947485,NA,62.7821395636,NA,NA,NA,NA,8.40273848125,16.93125,0.0268756772908,37.7051792829,NA,NA,22900,Metropolitan Statistical Area,298592.0,3996.3,74.7,832.9,93954.0,0.837118545908,12247.0,0.109119258698,5706.0,0.0508397558694,328.0,0.00292243952421,112235.0
"Fort Wayne, IN",41.125940642,-85.3205986591,13.3031409787,47.9459119497,NA,NA,25.9090909091,23.9090909091,49.6441618722,NA,71.3469809781,NA,4.56800266107,0.420914870879,5.37637362637,NA,NA,0.0326896053412,40.1572700297,NA,NA,23060,Metropolitan Statistical Area,416257.0,1361.0,305.9,1964.2,168804.0,0.857508610442,15064.0,0.0765237180855,11939.0,0.0606490089102,1047.0,0.0053186625621,196854.0
"Frankfort, KY",38.219361,-84.8385,11.3795081967,44.237704918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23180,Micropolitan Statistical Area,70706.0,409.6,172.6,801.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fresno, CA",36.7420957599,-119.96224804,11.666176426,43.2590673575,11.7616501858,41.9593023256,27.8313953488,25.511627907,62.7023600218,1002.08705002,63.759743619,NA,3.60740033622,0.343574217031,4.79050489827,9.83390494147,19.2191780822,0.0300995858441,48.1951219512,0.748682172603,1.90136986301,23420,Metropolitan Statistical Area,930450.0,5958.0,156.2,4216.1,267959.0,0.770065724246,42871.0,0.12320350376,32953.0,0.0947009647411,4186.0,0.0120298072529,347969.0
"Gadsden, AL",33.993749,-85.991072,13.774811327,50.3547717842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273816829268,38.9471544715,NA,NA,23460,Metropolitan Statistical Area,104430.0,535.0,195.2,664.7,28719.0,0.86008205804,3075.0,0.0920906831182,1524.0,0.0456410409991,73.0,0.00218621784313,33391.0
"Gainesville, FL",29.6891052712,-82.3950941864,7.94788135593,32.3601694915,8.67665879972,35.4770114943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261672821918,34.3835616438,NA,NA,23540,Metropolitan Statistical Area,264275.0,1224.7,215.8,2330.5,96216.0,0.741634871083,14795.0,0.114040158785,13875.0,0.106948780206,4849.0,0.0373761899256,129735.0
"Gainesville, GA",34.30008,-83.81217,11.3900900901,44.0900900901,14.4567097638,52.2276657061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23580,Metropolitan Statistical Area,179684.0,392.8,457.5,882.2,62782.0,0.789224251719,10540.0,0.132496951564,6044.0,0.0759783278231,183.0,0.00230046889339,79549.0
"Gettysburg, PA",39.92002,-77.30968,11.7516374223,44.1091954023,8.77458563536,34.7900552486,NA,NA,NA,NA,NA,NA,NA,0.300910855814,3.06046511628,2.64216613942,5.38461538462,0.039670255814,46.4697674419,NA,NA,23900,Micropolitan Statistical Area,101407.0,518.7,195.5,915.6,27650.0,0.787143792524,2913.0,0.0829276624819,4366.0,0.124291855268,198.0,0.00563668972585,35127.0
